Timestamp,Temperature (°C),Humidity (%),Luminosity (lux),Pressure (hPa),Dust (µg/m³)
2025-02-01 00:00:00,10.0,90.0,0.0,990.2593538471425,99.71174260491055
2025-02-01 00:15:00,10.0,90.0,0.0,1002.5468648037184,73.1868176124611
2025-02-01 00:30:00,10.0,90.0,0.0,1002.3943323283537,93.29970840120012
2025-02-01 00:45:00,10.0,90.0,0.0,993.3457382239819,54.036123710647274
2025-02-01 01:00:00,10.0,90.0,0.0,993.5527771363635,84.95345684633905
2025-02-01 01:15:00,10.0,90.0,0.0,995.4639668906519,57.88537144765293
2025-02-01 01:30:00,10.0,90.0,0.0,1000.4627045127613,95.92863849219289
2025-02-01 01:45:00,10.0,90.0,0.0,996.202529210339,70.04236772580296
2025-02-01 02:00:00,10.0,90.0,0.0,992.1014912791337,70.56274341528446
2025-02-01 02:15:00,10.0,90.0,0.0,998.63746600126,54.76834641393026
2025-02-01 02:30:00,10.0,90.0,0.0,994.169408663308,53.81788541191365
2025-02-01 02:45:00,10.0,90.0,0.0,1011.9639771383165,80.59677535567047
2025-02-01 03:00:00,10.0,90.0,0.0,1013.774100790668,76.98518006646579
2025-02-01 03:15:00,10.0,90.0,0.0,990.968709395808,67.42642619980694
2025-02-01 03:30:00,10.0,90.0,0.0,1007.477684784969,98.33334231870728
2025-02-01 03:45:00,10.0,90.0,0.0,1004.3189953892353,72.11200948862128
2025-02-01 04:00:00,10.0,90.0,0.0,1012.4501779556288,84.26211673464095
2025-02-01 04:15:00,10.0,90.0,0.0,1006.6724743229909,61.86503932850043
2025-02-01 04:30:00,10.0,90.0,0.0,1003.695944576162,75.17084529282727
2025-02-01 04:45:00,10.0,89.64318395909484,0.0,1007.5606856017014,96.91183837924049
2025-02-01 05:00:00,10.0,87.76457135307562,0.0,999.6619292403666,70.35233947483037
2025-02-01 05:15:00,11.098193559677433,85.85270966048385,0.0,1007.3609669441115,77.00781368408565
2025-02-01 05:30:00,12.389476155598969,83.91578576660154,0.0,1010.6217616125138,64.86351383041614
2025-02-01 05:45:00,13.691937415397138,81.96209387690429,0.0,1001.6417118841816,66.19857366594849
2025-02-01 06:00:00,15.0,80.0,0.0,1013.5131102381664,69.62376502521691
