Timestamp,Temperature (°C),Humidity (%),Luminosity (lux),Pressure (hPa),Dust (µg/m³)
2025-02-01 00:00:00,10.0,90.0,0.0,995.5498292772435,83.09238908072587
2025-02-01 00:15:00,10.0,90.0,0.0,1011.7683076544345,59.07867338442626
2025-02-01 00:30:00,10.0,90.0,0.0,995.1679788834857,57.83010391046386
2025-02-01 00:45:00,10.0,90.0,0.0,1012.9652726984481,62.986579679523715
2025-02-01 01:00:00,10.0,90.0,0.0,1002.2102797198708,72.18330900758825
2025-02-01 01:15:00,10.0,90.0,0.0,1005.2935965725661,97.20941802097154
2025-02-01 01:30:00,10.0,90.0,0.0,1009.1476964120079,89.23018656992724
2025-02-01 01:45:00,10.0,90.0,0.0,1002.9604496968236,64.40239539919747
2025-02-01 02:00:00,10.0,90.0,0.0,997.4200125394055,73.78530828048937
2025-02-01 02:15:00,10.0,90.0,0.0,994.6930307165313,52.12432437319307
2025-02-01 02:30:00,10.0,90.0,0.0,992.0185317191218,88.80180321685768
2025-02-01 02:45:00,10.0,90.0,0.0,1008.4610074049742,85.738045335527
2025-02-01 03:00:00,10.0,90.0,0.0,1001.0327305723988,82.1111096789237
2025-02-01 03:15:00,10.0,90.0,0.0,993.9577466928163,80.15135203541791
2025-02-01 03:30:00,10.0,90.0,0.0,1011.998425780032,53.725418213587204
2025-02-01 03:45:00,10.0,90.0,0.0,996.8521615498056,76.19898131565427
2025-02-01 04:00:00,10.0,90.0,0.0,1000.3558754770263,80.04035585130765
2025-02-01 04:15:00,10.0,90.0,0.0,997.4019983183412,80.96912357443863
2025-02-01 04:30:00,10.0,90.0,0.0,1005.7196977219871,94.88237663543681
2025-02-01 04:45:00,10.0,89.64318395909484,0.0,1004.4959452547387,66.5117340480246
2025-02-01 05:00:00,10.0,87.76457135307562,0.0,1004.9982299156247,62.21376949643732
2025-02-01 05:15:00,11.098193559677433,85.85270966048385,0.0,996.6454779383877,71.89969994587821
2025-02-01 05:30:00,12.389476155598969,83.91578576660154,0.0,997.1171470160341,80.8601534676732
2025-02-01 05:45:00,13.691937415397138,81.96209387690429,0.0,996.3397051443446,92.58079950096769
2025-02-01 06:00:00,15.0,80.0,0.0,998.1890986922183,87.16406706874685
2025-02-01 06:15:00,16.30806258460286,78.03790612309571,3270.156461507153,993.6041075163355,75.88086083322371
2025-02-01 06:30:00,17.61052384440103,76.08421423339846,6526.309611002579,994.1403215300317,69.4816816561317
2025-02-01 06:45:00,18.901806440322567,74.14729033951615,9754.516100806413,1014.0982632266986,87.32211751433448
2025-02-01 07:00:00,20.176380902050415,72.23542864692438,12940.95225512604,1014.0056678821423,68.5311380885291
2025-02-01 07:15:00,21.428789306063234,70.35681604090516,16071.973265158082,994.7103663898984,71.21529021341556
2025-02-01 07:30:00,22.653668647301796,68.5194970290473,19134.171618254488,990.6076640407372,50.918034438994276
2025-02-01 07:45:00,23.845773804380023,66.73133929342997,22114.43451095006,995.1138886594988,75.3880738330778
2025-02-01 08:00:00,25.0,65.0,24999.999999999993,1007.4960903531639,60.247369170339915
2025-02-01 08:15:00,26.111404660392044,63.33289300941193,27778.51165098011,1009.4878646388883,98.31745102116321
2025-02-01 08:30:00,27.175228580174412,61.737157129738385,30438.071450436026,990.573327310977,54.62381080175893
2025-02-01 08:45:00,28.18691630200138,60.21962554699793,32967.29075500344,1004.4415714532439,52.080961605712204
2025-02-01 09:00:00,29.14213562373095,58.78679656440357,35355.33905932738,990.0410543179012,75.85515870030471
2025-02-01 09:15:00,30.03679614957955,57.44480577563068,37591.99037394887,1002.8868152976348,99.17287512321732
2025-02-01 09:30:00,30.867066805824706,56.19939979126294,39667.66701456176,1005.9948794032714,63.69728515547697
2025-02-01 09:45:00,31.6293922460509,55.055911630923646,41573.48061512726,1014.6406100701047,56.65365834403594
2025-02-01 10:00:00,32.32050807568877,54.01923788646685,43301.27018922193,996.4774399102777,54.526928352517615
2025-02-01 10:15:00,32.93745483065376,53.093817754019355,44843.637076634404,1010.0624221315718,50.17421596012083
2025-02-01 10:30:00,33.477590650225736,52.283614024661404,46193.97662556433,1011.7620771750371,80.78562283280917
2025-02-01 10:45:00,33.93860258990212,51.59209611514683,47346.50647475529,1013.0687403486418,67.66184998070952
2025-02-01 11:00:00,34.31851652578137,51.02222521132795,48296.29131445342,990.0553553133111,91.0003769606706
2025-02-01 11:15:00,34.615705608064616,50.57644158790308,49039.26402016153,1001.7372092939395,61.084836573260766
2025-02-01 11:30:00,34.828897227476205,50.25665415878569,49572.24306869051,1014.5367184401503,77.39999899274147
2025-02-01 11:45:00,34.95717846477207,50.064232302841894,49892.94616193017,999.9736200975713,52.719891625241196
2025-02-01 12:00:00,35.0,50.0,50000.0,1010.343311939673,66.14505286167775
2025-02-01 12:15:00,34.95717846477207,50.06423230284189,49892.94616193018,1003.6614124493119,95.37681991508094
2025-02-01 12:30:00,34.828897227476205,50.25665415878569,49572.24306869051,1009.2713521785056,80.17123973971613
2025-02-01 12:45:00,34.615705608064616,50.57644158790308,49039.26402016153,1002.1232768747115,73.18696029345566
2025-02-01 13:00:00,34.31851652578137,51.02222521132794,48296.291314453425,990.727789091818,96.55783283883012
2025-02-01 13:15:00,33.93860258990212,51.59209611514683,47346.50647475529,992.1631422100551,67.47034046325845
2025-02-01 13:30:00,33.477590650225736,52.28361402466139,46193.97662556434,992.7863453094506,53.62293599635566
2025-02-01 13:45:00,32.93745483065376,53.093817754019355,44843.63707663441,996.2811277922636,72.76228012975267
2025-02-01 14:00:00,32.32050807568878,54.01923788646684,43301.270189221934,1014.1228823131592,79.4569294618997
2025-02-01 14:15:00,31.6293922460509,55.055911630923646,41573.48061512726,1005.7941513184436,89.97475649003502
2025-02-01 14:30:00,30.867066805824706,56.19939979126294,39667.66701456176,1010.4165050653841,68.41975081148809
