Timestamp,Temperature (°C),Humidity (%),Luminosity (lux),Pressure (hPa),Dust (µg/m³)
2025-02-01 00:00:00,10.0,90.0,0.0,1000.4255501175644,70.16102360529246
2025-02-01 00:15:00,10.0,90.0,0.0,1008.008112336054,87.93734655111683
2025-02-01 00:30:00,10.0,90.0,0.0,990.0028593704336,85.84645008462348
2025-02-01 00:45:00,10.0,90.0,0.0,997.558314315796,99.36630874042132
2025-02-01 01:00:00,10.0,90.0,0.0,993.6688972704278,63.90425243064914
2025-02-01 01:15:00,10.0,90.0,0.0,992.30846486922,50.18968362046713
2025-02-01 01:30:00,10.0,90.0,0.0,994.6565052844418,96.69513041574439
2025-02-01 01:45:00,10.0,90.0,0.0,998.6390181760762,92.89485522689469
2025-02-01 02:00:00,10.0,90.0,0.0,999.9191868557667,86.4425438759628
2025-02-01 02:15:00,10.0,90.0,0.0,1003.470418350084,75.83443914607692
2025-02-01 02:30:00,10.0,90.0,0.0,1000.4798628600823,85.34781226243805
2025-02-01 02:45:00,10.0,90.0,0.0,1007.130487509919,89.02647784383714
2025-02-01 03:00:00,10.0,90.0,0.0,995.1113062432879,68.74379717684297
2025-02-01 03:15:00,10.0,90.0,0.0,1011.9529359097736,88.51612626649788
2025-02-01 03:30:00,10.0,90.0,0.0,990.6846898299482,87.53121595875876
2025-02-01 03:45:00,10.0,90.0,0.0,1006.76168775446,80.66056057721299
2025-02-01 04:00:00,10.0,90.0,0.0,1000.4326200591781,70.09329619839187
2025-02-01 04:15:00,10.0,90.0,0.0,1003.9672457111438,84.86540096321704
2025-02-01 04:30:00,10.0,90.0,0.0,993.5096734648808,50.1556428912596
2025-02-01 04:45:00,10.0,89.64318395909484,0.0,994.952537227122,88.74483233622989
2025-02-01 05:00:00,10.0,87.76457135307562,0.0,1010.0186142168884,94.82083012284235
2025-02-01 05:15:00,11.098193559677433,85.85270966048385,0.0,1014.206539392985,61.96578537187523
2025-02-01 05:30:00,12.389476155598969,83.91578576660154,0.0,997.8356044539811,56.03835921546148
2025-02-01 05:45:00,13.691937415397138,81.96209387690429,0.0,1007.3080653917328,61.01419938968638
2025-02-01 06:00:00,15.0,80.0,0.0,1011.9097288074009,65.10483656450492
2025-02-01 06:15:00,16.30806258460286,78.03790612309571,3270.156461507153,1012.3651665875961,94.15142542819171
2025-02-01 06:30:00,17.61052384440103,76.08421423339846,6526.309611002579,992.1261052842444,77.15832151190473
